,total_bookings,cancelled_bookings,missed_bookings,total_bookings_month_1,total_bookings_month_2,total_bookings_month_3,cancelled_bookings_month_1,cancelled_bookings_month_2,cancelled_bookings_month_3,missed_bookings_month_1,missed_bookings_month_2,missed_bookings_month_3,is_male,is_female,age,prediction_start_date_month,prediction_start_date_year,total_bookings_month_1_to_3_diff,cancelled_bookings_month_1_to_3_diff,missed_bookings_month_1_to_3_diff,did_churn
29,1,0,0,0,1,0,0,0,0,0,0,0,False,False,68.0,1,2019,0,0,0,False
30,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
31,1,0,0,1,0,0,0,0,0,0,0,0,True,False,51.0,1,2019,-1,0,0,True
32,6,0,0,5,1,0,0,0,0,0,0,0,True,False,27.0,1,2019,-5,0,0,True
33,2,0,0,0,2,0,0,0,0,0,0,0,False,True,26.0,1,2019,0,0,0,True
34,2,0,0,2,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-2,0,0,True
35,3,0,0,3,0,0,0,0,0,0,0,0,False,True,47.0,1,2019,-3,0,0,False
36,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,True
37,10,0,0,8,2,0,0,0,0,0,0,0,False,True,27.0,1,2019,-8,0,0,False
38,1,0,0,0,1,0,0,0,0,0,0,0,False,True,42.0,1,2019,0,0,0,True
39,5,0,0,2,3,0,0,0,0,0,0,0,False,True,31.0,1,2019,-2,0,0,False
40,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,False
41,13,0,1,3,2,8,0,0,0,0,0,1,False,False,37.54882613133719,1,2019,5,0,1,False
42,1,0,0,0,0,1,0,0,0,0,0,0,False,True,2.0,1,2019,1,0,0,True
43,1,0,0,0,1,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,0,0,0,False
44,1,0,0,0,0,1,0,0,0,0,0,0,True,False,23.0,1,2019,1,0,0,True
45,1,0,0,1,0,0,0,0,0,0,0,0,False,True,68.0,1,2019,-1,0,0,True
46,12,0,0,7,5,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,-7,0,0,True
47,15,0,0,4,3,8,0,0,0,0,0,0,True,False,34.0,1,2019,4,0,0,False
48,20,0,0,7,8,5,0,0,0,0,0,0,True,False,67.0,1,2019,-2,0,0,False
49,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
50,16,0,0,12,0,4,0,0,0,0,0,0,False,False,61.0,1,2019,-8,0,0,False
51,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,True
52,17,0,0,3,8,6,0,0,0,0,0,0,False,True,49.0,1,2019,3,0,0,False
53,2,0,0,0,1,1,0,0,0,0,0,0,False,False,31.0,1,2019,1,0,0,True
54,1,0,1,0,1,0,0,0,0,0,1,0,False,False,37.54882613133719,1,2019,0,0,0,False
55,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,True
56,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,1,0,0,True
57,16,0,0,8,4,4,0,0,0,0,0,0,False,False,33.0,1,2019,-4,0,0,False
58,2,0,0,1,1,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,-1,0,0,False
59,2,0,0,0,2,0,0,0,0,0,0,0,False,True,30.0,1,2019,0,0,0,True
60,2,0,0,0,2,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,0,0,0,True
61,1,0,0,0,1,0,0,0,0,0,0,0,False,False,15.0,1,2019,0,0,0,False
62,119,0,0,40,39,40,0,0,0,0,0,0,False,True,33.0,1,2019,0,0,0,False
63,1,0,0,0,1,0,0,0,0,0,0,0,False,True,33.0,1,2019,0,0,0,False
64,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
65,9,0,0,2,5,2,0,0,0,0,0,0,False,True,29.0,1,2019,0,0,0,True
66,4,0,0,0,2,2,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,2,0,0,True
67,2,0,2,0,0,2,0,0,0,0,0,2,False,True,30.0,1,2019,2,0,2,True
68,2,0,0,2,0,0,0,0,0,0,0,0,False,True,20.0,1,2019,-2,0,0,True
69,1,0,0,1,0,0,0,0,0,0,0,0,False,False,58.0,1,2019,-1,0,0,False
70,8,0,8,6,1,1,0,0,0,6,1,1,False,False,50.0,1,2019,-5,0,-5,False
71,9,0,0,4,2,3,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,False
72,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,False
73,1,0,0,0,1,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,0,0,0,True
74,1,0,1,1,0,0,0,0,0,1,0,0,False,True,32.0,1,2019,-1,0,-1,False
75,6,0,0,2,3,1,0,0,0,0,0,0,False,True,43.0,1,2019,-1,0,0,True
76,1,0,0,0,1,0,0,0,0,0,0,0,False,True,51.0,1,2019,0,0,0,True
77,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,False
78,40,0,1,0,18,22,0,0,0,0,0,1,False,True,73.0,1,2019,22,0,1,False
79,12,0,0,4,4,4,0,0,0,0,0,0,False,True,8.0,1,2019,0,0,0,False
80,2,0,0,0,0,2,0,0,0,0,0,0,False,True,34.0,1,2019,2,0,0,True
81,2,0,0,2,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-2,0,0,True
82,11,0,11,4,4,3,0,0,0,4,4,3,False,False,48.0,1,2019,-1,0,-1,False
83,1,1,1,0,0,1,0,0,1,0,0,1,True,False,37.54882613133719,1,2019,1,1,1,True
84,43,0,0,15,20,8,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-7,0,0,False
85,3,0,0,0,3,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,0,0,0,True
86,7,0,0,0,0,7,0,0,0,0,0,0,True,False,28.0,1,2019,7,0,0,False
87,3,0,0,1,1,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
88,4,0,1,4,0,0,0,0,0,1,0,0,False,True,25.0,1,2019,-4,0,-1,True
89,6,0,6,6,0,0,0,0,0,6,0,0,False,False,37.54882613133719,1,2019,-6,0,-6,True
90,1,0,1,1,0,0,0,0,0,1,0,0,False,False,37.54882613133719,1,2019,-1,0,-1,True
91,2,0,0,2,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-2,0,0,True
92,2,0,0,1,0,1,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,0,0,0,False
93,10,0,0,5,3,2,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,-3,0,0,False
94,20,2,2,6,8,6,0,0,2,0,0,2,False,False,35.0,1,2019,0,2,2,False
95,1,0,0,0,0,1,0,0,0,0,0,0,True,False,23.0,1,2019,1,0,0,True
96,21,0,0,9,10,2,0,0,0,0,0,0,False,True,48.0,1,2019,-7,0,0,False
97,9,1,1,3,4,2,0,1,0,0,1,0,False,True,37.54882613133719,1,2019,-1,0,0,False
98,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,True
99,2,0,0,1,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,False
100,3,0,0,0,1,2,0,0,0,0,0,0,False,True,39.0,1,2019,2,0,0,True
101,3,0,0,2,0,1,0,0,0,0,0,0,False,True,62.0,1,2019,-1,0,0,False
102,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,True
103,3,0,0,0,1,2,0,0,0,0,0,0,False,True,16.0,1,2019,2,0,0,True
104,1,0,0,0,1,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,0,0,0,False
105,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,False
106,9,1,3,6,3,0,1,0,0,2,1,0,False,False,37.54882613133719,1,2019,-6,-1,-2,False
107,127,0,2,43,47,37,0,0,0,1,1,0,True,False,62.0,1,2019,-6,0,-1,False
108,2,0,0,0,0,2,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,2,0,0,True
109,44,0,10,23,14,7,0,0,0,2,4,4,False,False,37.54882613133719,1,2019,-16,0,2,False
110,1,0,0,1,0,0,0,0,0,0,0,0,True,False,48.0,1,2019,-1,0,0,True
111,2,0,0,0,0,2,0,0,0,0,0,0,False,True,47.0,1,2019,2,0,0,False
112,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
113,1,0,0,1,0,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,-1,0,0,True
114,2,0,0,2,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-2,0,0,True
115,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,1,0,0,True
116,2,0,1,2,0,0,0,0,0,1,0,0,False,True,43.0,1,2019,-2,0,-1,True
117,28,0,0,11,11,6,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-5,0,0,False
118,5,0,0,3,1,1,0,0,0,0,0,0,False,False,10.0,1,2019,-2,0,0,False
119,5,1,0,1,1,3,0,0,1,0,0,0,False,False,32.0,1,2019,2,1,0,True
120,9,2,0,0,2,7,0,0,2,0,0,0,False,True,22.0,1,2019,7,2,0,False
121,1,0,0,0,0,1,0,0,0,0,0,0,False,False,27.0,1,2019,1,0,0,True
122,1,0,0,1,0,0,0,0,0,0,0,0,False,True,42.0,1,2019,-1,0,0,True
123,1,0,0,0,0,1,0,0,0,0,0,0,False,True,32.0,1,2019,1,0,0,True
124,2,0,0,0,2,0,0,0,0,0,0,0,False,False,36.0,1,2019,0,0,0,True
125,1,1,1,1,0,0,1,0,0,1,0,0,False,False,37.54882613133719,1,2019,-1,-1,-1,True
126,1,0,0,0,1,0,0,0,0,0,0,0,False,True,38.0,1,2019,0,0,0,True
127,7,0,0,5,2,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-5,0,0,True
128,1,0,0,0,0,1,0,0,0,0,0,0,False,True,24.0,1,2019,1,0,0,True
129,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,True
130,1,0,0,0,0,1,0,0,0,0,0,0,False,True,31.0,1,2019,1,0,0,True
131,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
132,8,0,1,6,2,0,0,0,0,0,1,0,False,True,39.0,1,2019,-6,0,0,True
133,1,0,0,1,0,0,0,0,0,0,0,0,False,True,65.0,1,2019,-1,0,0,True
134,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
135,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
136,1,0,0,0,1,0,0,0,0,0,0,0,False,False,41.0,1,2019,0,0,0,True
137,2,0,0,0,0,2,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,2,0,0,True
138,2,0,0,0,0,2,0,0,0,0,0,0,False,True,45.0,1,2019,2,0,0,False
139,16,7,0,9,4,3,6,1,0,0,0,0,False,True,47.0,1,2019,-6,-6,0,False
140,5,0,0,3,2,0,0,0,0,0,0,0,False,True,72.0,1,2019,-3,0,0,False
141,1,0,0,0,1,0,0,0,0,0,0,0,True,False,34.0,1,2019,0,0,0,False
142,5,0,0,1,1,3,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,2,0,0,False
143,4,0,2,0,4,0,0,0,0,0,2,0,False,True,36.0,1,2019,0,0,0,True
144,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,True
145,3,0,0,0,0,3,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,3,0,0,False
146,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
147,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,False
148,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
149,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
150,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
151,10,4,4,3,1,6,3,0,1,3,0,1,False,False,31.0,1,2019,3,-2,-2,False
152,57,0,0,19,17,21,0,0,0,0,0,0,True,False,47.0,1,2019,2,0,0,False
153,15,0,3,0,0,15,0,0,0,0,0,3,False,False,39.0,1,2019,15,0,3,False
154,6,1,2,1,2,3,0,0,1,0,0,2,False,True,29.0,1,2019,2,1,2,False
155,13,0,6,9,4,0,0,0,0,3,3,0,False,True,31.0,1,2019,-9,0,-3,True
156,12,1,1,0,6,6,0,1,0,0,1,0,False,True,37.54882613133719,1,2019,6,0,0,True
157,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,False
158,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,True
159,1,0,0,1,0,0,0,0,0,0,0,0,False,False,31.0,1,2019,-1,0,0,True
160,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,1,0,0,True
161,1,0,0,0,1,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,0,0,0,False
162,3,0,0,3,0,0,0,0,0,0,0,0,False,True,57.0,1,2019,-3,0,0,True
163,19,0,0,4,7,8,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,4,0,0,False
164,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,True
165,53,16,0,16,18,19,5,6,5,0,0,0,False,True,41.0,1,2019,3,0,0,False
166,1,0,0,0,1,0,0,0,0,0,0,0,False,True,26.0,1,2019,0,0,0,True
167,1,0,0,1,0,0,0,0,0,0,0,0,False,False,36.0,1,2019,-1,0,0,True
168,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,True
169,17,5,11,7,6,4,3,1,1,5,3,3,False,True,33.0,1,2019,-3,-2,-2,False
170,17,1,1,5,5,7,0,1,0,0,1,0,False,True,65.0,1,2019,2,0,0,False
171,28,1,2,5,11,12,0,1,0,1,1,0,False,True,34.0,1,2019,7,0,-1,False
172,1,0,0,0,0,1,0,0,0,0,0,0,False,True,24.0,1,2019,1,0,0,True
173,8,0,1,3,3,2,0,0,0,0,1,0,True,False,4.0,1,2019,-1,0,0,False
174,1,1,0,0,0,1,0,0,1,0,0,0,False,True,37.54882613133719,1,2019,1,1,0,True
175,4,0,0,2,0,2,0,0,0,0,0,0,False,True,26.0,1,2019,0,0,0,False
176,7,0,0,4,2,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-3,0,0,False
177,1,0,0,1,0,0,0,0,0,0,0,0,False,True,43.0,1,2019,-1,0,0,True
178,1,0,0,0,1,0,0,0,0,0,0,0,False,False,30.0,1,2019,0,0,0,True
179,1,0,0,0,0,1,0,0,0,0,0,0,False,True,26.0,1,2019,1,0,0,True
180,2,0,0,0,0,2,0,0,0,0,0,0,False,False,71.0,1,2019,2,0,0,False
181,76,0,0,26,28,22,0,0,0,0,0,0,True,False,66.0,1,2019,-4,0,0,False
182,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
183,6,0,3,0,2,4,0,0,0,0,2,1,False,False,40.0,1,2019,4,0,1,False
184,10,2,0,2,5,3,0,1,1,0,0,0,True,False,29.0,1,2019,1,1,0,True
185,1,0,0,0,1,0,0,0,0,0,0,0,False,True,52.0,1,2019,0,0,0,True
186,1,0,0,0,1,0,0,0,0,0,0,0,False,True,2.0,1,2019,0,0,0,True
187,2,0,0,1,1,0,0,0,0,0,0,0,True,False,37.0,1,2019,-1,0,0,False
188,13,0,0,2,8,3,0,0,0,0,0,0,False,True,29.0,1,2019,1,0,0,False
189,1,0,0,0,0,1,0,0,0,0,0,0,False,True,38.0,1,2019,1,0,0,False
190,2,0,0,0,2,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
191,13,0,0,6,3,4,0,0,0,0,0,0,False,True,64.0,1,2019,-2,0,0,False
192,4,0,0,2,2,0,0,0,0,0,0,0,False,True,34.0,1,2019,-2,0,0,False
193,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,False
194,1,0,0,0,1,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,0,0,0,True
195,6,0,0,4,1,1,0,0,0,0,0,0,False,True,47.0,1,2019,-3,0,0,False
196,1,0,1,0,1,0,0,0,0,0,1,0,True,False,37.54882613133719,1,2019,0,0,0,True
197,4,1,1,0,0,4,0,0,1,0,0,1,True,False,61.0,1,2019,4,1,1,True
198,3,0,0,0,2,1,0,0,0,0,0,0,False,True,46.0,1,2019,1,0,0,True
199,1,0,0,1,0,0,0,0,0,0,0,0,False,True,22.0,1,2019,-1,0,0,True
200,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
201,6,0,0,5,1,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-5,0,0,False
202,1,0,0,0,0,1,0,0,0,0,0,0,False,True,49.0,1,2019,1,0,0,False
203,4,0,0,0,3,1,0,0,0,0,0,0,False,True,48.0,1,2019,1,0,0,False
204,3,0,0,0,1,2,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,2,0,0,True
205,1,0,0,0,1,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,0,0,0,True
206,32,5,6,13,7,12,3,0,2,3,0,3,True,False,37.54882613133719,1,2019,-1,-1,0,False
207,1,0,0,0,0,1,0,0,0,0,0,0,False,True,33.0,1,2019,1,0,0,True
208,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
209,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,True
210,7,0,0,2,3,2,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,False
211,2,0,0,2,0,0,0,0,0,0,0,0,False,True,39.0,1,2019,-2,0,0,False
212,9,0,1,3,3,3,0,0,0,0,1,0,True,False,41.0,1,2019,0,0,0,False
213,4,0,0,2,1,1,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,False
214,3,0,0,0,0,3,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,3,0,0,True
215,1,0,0,1,0,0,0,0,0,0,0,0,False,True,43.0,1,2019,-1,0,0,True
216,1,0,0,1,0,0,0,0,0,0,0,0,False,True,50.0,1,2019,-1,0,0,True
217,6,0,0,3,2,1,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-2,0,0,False
218,2,0,0,1,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,False
219,3,0,0,0,0,3,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,3,0,0,True
220,4,0,0,4,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-4,0,0,True
221,1,0,0,0,0,1,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,1,0,0,True
222,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,False
223,2,0,0,0,0,2,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,2,0,0,False
224,1,0,0,0,1,0,0,0,0,0,0,0,False,False,59.0,1,2019,0,0,0,True
225,2,0,2,2,0,0,0,0,0,2,0,0,False,True,31.0,1,2019,-2,0,-2,False
226,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,True
227,3,0,0,0,0,3,0,0,0,0,0,0,False,True,59.0,1,2019,3,0,0,True
228,3,0,0,2,1,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-2,0,0,True
229,7,0,0,3,3,1,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-2,0,0,False
230,2,0,0,0,2,0,0,0,0,0,0,0,False,True,28.0,1,2019,0,0,0,True
231,2,0,0,0,2,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
232,4,0,0,2,2,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-2,0,0,True
233,8,0,1,8,0,0,0,0,0,1,0,0,False,False,25.0,1,2019,-8,0,-1,True
234,4,0,0,4,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-4,0,0,True
235,1,0,0,1,0,0,0,0,0,0,0,0,False,False,31.0,1,2019,-1,0,0,True
236,7,0,0,1,2,4,0,0,0,0,0,0,False,False,52.0,1,2019,3,0,0,False
237,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
238,1,1,0,0,0,1,0,0,1,0,0,0,False,False,37.54882613133719,1,2019,1,1,0,True
239,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-1,0,0,False
240,1,0,0,0,1,0,0,0,0,0,0,0,False,True,35.0,1,2019,0,0,0,True
241,1,0,0,0,1,0,0,0,0,0,0,0,False,False,26.0,1,2019,0,0,0,False
242,1,0,0,0,0,1,0,0,0,0,0,0,False,True,33.0,1,2019,1,0,0,True
243,1,0,0,1,0,0,0,0,0,0,0,0,True,False,37.54882613133719,1,2019,-1,0,0,True
244,3,0,0,0,0,3,0,0,0,0,0,0,False,True,30.0,1,2019,3,0,0,True
245,2,0,0,1,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
246,2,0,0,1,0,1,0,0,0,0,0,0,False,False,29.0,1,2019,0,0,0,False
247,14,0,0,8,2,4,0,0,0,0,0,0,False,False,43.0,1,2019,-4,0,0,False
248,41,0,2,13,12,16,0,0,0,2,0,0,False,False,37.54882613133719,1,2019,3,0,-2,False
249,2,0,0,2,0,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,-2,0,0,True
250,12,0,1,5,4,3,0,0,0,0,0,1,False,True,10.0,1,2019,-2,0,1,False
251,13,0,0,4,6,3,0,0,0,0,0,0,True,False,58.0,1,2019,-1,0,0,False
252,2,0,0,0,0,2,0,0,0,0,0,0,False,False,68.0,1,2019,2,0,0,False
253,1,0,0,0,0,1,0,0,0,0,0,0,False,False,25.0,1,2019,1,0,0,True
254,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,False
255,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,0,0,0,True
256,3,0,0,3,0,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-3,0,0,False
257,9,1,1,1,8,0,0,1,0,0,1,0,False,False,28.0,1,2019,-1,0,0,True
258,12,0,0,5,4,3,0,0,0,0,0,0,False,True,43.0,1,2019,-2,0,0,False
259,2,0,0,1,1,0,0,0,0,0,0,0,False,True,37.54882613133719,1,2019,-1,0,0,False
260,13,1,1,6,2,5,0,0,1,0,0,1,False,True,50.0,1,2019,-1,1,1,False
261,1,0,0,0,1,0,0,0,0,0,0,0,False,True,29.0,1,2019,0,0,0,True
262,1,0,0,1,0,0,0,0,0,0,0,0,False,False,43.0,1,2019,-1,0,0,True
263,1,0,0,0,1,0,0,0,0,0,0,0,False,True,53.0,1,2019,0,0,0,False
264,2,0,0,0,1,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,False
265,2,0,0,1,0,1,0,0,0,0,0,0,False,False,37.0,1,2019,0,0,0,False
266,1,0,0,1,0,0,0,0,0,0,0,0,False,False,56.0,1,2019,-1,0,0,True
267,2,0,0,0,2,0,0,0,0,0,0,0,False,True,37.0,1,2019,0,0,0,False
268,18,0,0,8,6,4,0,0,0,0,0,0,False,True,44.0,1,2019,-4,0,0,False
269,11,7,7,4,5,2,4,3,0,4,3,0,False,False,3.0,1,2019,-2,-4,-4,False
270,10,0,0,4,3,3,0,0,0,0,0,0,False,True,3.0,1,2019,-1,0,0,False
271,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,1,2019,1,0,0,True
272,2,0,0,1,0,1,0,0,0,0,0,0,True,False,6.0,1,2019,0,0,0,False
273,1,0,0,0,0,1,0,0,0,0,0,0,False,True,56.0,1,2019,1,0,0,True
274,2,0,0,0,1,1,0,0,0,0,0,0,False,True,38.0,1,2019,1,0,0,True
